"","doc_id","lemma"
"4818","756","outfit"
"4823","756","bad"
"4824","756","feeling"
"4826","756","white"
"4827","756","people"
"4829","756","negro"
"4842","762","get"
"4844","762","job"
"4850","765","better"
"4851","765","team"
"4852","765","work"
"4854","765","exist"
"4857","765","higher"
"4858","765","spirit"
"4869","769","separate"
"4870","769","outfit"
"4873","769","fight"
"4883","770","kind"
"4886","771","believe"
"4889","771","give"
"4891","771","color"
"4892","771","boys"
"4894","771","esprit"
"4895","771","delaware"
"4896","771","corps"
"4899","773","man"
"4902","773","get"
"4906","773","negro"
"4911","774","p.x."
"4912","774","idea"
"4916","776","think"
"4918","776","work"
"4921","776","separate"
"4927","779","negro"
"4928","779","thing"
"4932","779","run"
"4934","779","place"
"4937","780","face"
"4940","780","kind"
"4942","780","tasnks"
"4944","780","rest"
"4949","781","chain"
"4952","781","strong"
"4956","781","weakest"
"4957","781","link"
"4959","781","bad"
"4960","781","feeling"
"4962","781","detrimental"
"4964","781","morale"
"4967","782","colored"
"4969","782","happier"
"4972","782","buddy"
"4977","782","race"
"4982","782","whites"
"4986","783","human"
"4987","783","nature"
"4989","784","white"
"4991","784","feel"
"4994","784","better"
"5003","789","inducted"
"5005","789","draft"
"5009","789","army"
"5012","789","classify"
"5016","789","limit"
"5017","789","service"
"5020","789","reception"
"5021","789","centre"
"5024","789","classify"
"5026","789","radio"
"5027","789","operator"
"5030","789","imagine"
"5033","789","get"
"5036","789","signal"
"5037","789","corps"
"5042","789","place"
"5045","789","military"
"5046","789","police"
"5047","789","escort"
"5048","789","guard"
"5049","789","company"
"5051","789","feel"
"5062","789","use"
"5065","789","army"
"5068","789","signal"
"5069","789","corps"
"5074","789","experience"
"5077","789","radio"
"5078","789","operator"
"5081","789","familiar"
"5083","789","code"
"5087","789","phase"
"5090","789","feel"
"5096","789","suite"
"5099","789","radio"
"5100","789","job"
"5103","789","signal"
"5104","789","corp"
"5107","789","code"
"5108","789","instuctor"
"5113","789","work"
"5120","789","military"
"5121","789","police"
"5122","789","escort"
"5123","789","guard"
"5124","789","company"
"5128","789","radio"
"5129","789","communication"
"5130","789","equipment"
"5131","789","connect"
"5134","789","outfit"
"5141","789","think"
"5148","789","put"
"5154","789","job"
"5157","789","get"
"5164","791","able"
"5169","791","want"
"5171","791","punish"
"5175","791","manner"
"5177","791","offense"
"5179","791","know"
"5183","791","man"
"5185","791","attitude"
"5187","791","capacity"
"5191","792","army"
"5196","792","fight"
"5203","794","manner"
"5206","794","fight"
"5210","794","get"
"5213","794","better"
"5221","797","promote"
"5223","797","feeling"
"5225","797","unity"
"5228","797","tie"
"5230","797","whole"
"5231","797","army"
"5238","801","negro"
"5239","801","outfit"
"5241","801","work"
"5246","801","man"
"5250","801","class"
"5252","801","race"
"5257","802","different"
"5258","802","nature"
"5260","803","eliminate"
"5261","803","argument"
"5270","808","mean"
"5272","808","mistreat"
"5276","809","work"
"5277","809","better"
"5281","809","race"
"5288","815","negro"
"5291","815","drill"
"5293","815","white"
"5294","815","man"
"5297","816","get"
"5299","816","better"
"5310","820","mix"
"5313","820","gather"
"5319","820","bad"
"5320","820","body"
"5321","820","odor"
"5323","821","avoid"
"5324","821","jealousy"
"5328","822","want"
"5334","822","negro"
"5338","824","believe"
"5341","824","work"
"5347","827","fight"
"5353","827","race"
"5361","831","question"
"5373","840","means"
"5377","840","lot"
"5379","840","friction"
"5383","840","whites"
"5386","842","different"
"5387","842","race"
"5390","842","agree"
"5395","842","southerner"
"5405","846","job"
"5413","846","white"
"5414","846","people"
"5415","846","discriminate"
"5417","846","colored"
"5423","847","best"
"5427","850","body"
"5428","850","odor"
"5431","850","light"
"5432","850","finger"
"5433","851","white"
"5435","851","negro"
"5437","851","fight"
"5439","851","war"
"5441","851","liberation"
"5443","851","fight"
"5448","851","complete"
"5449","851","unity"
"5454","853","human"
"5457","853","fight"
"5460","853","war"
"5465","854","work"
"5470","855","question"
"5473","856","reason"
"5475","856","question"
"5477","857","many"
"5478","857","white"
"5479","857","people"
"5482","857","use"
"5485","857","negro"
"5488","857","prevent"
"5489","857","riot"
"5496","858","soldier"
"5499","858","south"
"5504","858","like"
"5508","858","treat"
"5511","858","slave"
"5514","859","negro"
"5516","859","stay"
"5520","859","outfit"
"5524","859","race"
"5528","860","question"
"5532","861","separate"
"5538","862","fight"
"5540","863","git"
"5542","863","better"
"5546","864","color"
"5547","864","man"
"5549","864","many"
"5550","864","white"
"5553","864","like"
"5560","865","eternal"
"5561","865","question"
"5563","865","superior"
"5564","865","races"
"5567","865","lead"
"5569","865","heate"
"5570","865","argument"
"5573","865","trouble"
"5579","868","rule"
"5583","868","work"
"5589","868","south"
"5591","869","keep"
"5593","869","colored"
"5594","869","race"
"5595","869","separate"
"5598","869","white"
"5599","869","race"
"5603","870","trust"
"5608","871","happier"
"5610","871","way"
"5614","871","better"
"5615","871","chance"
"5617","871","show"
"5624","871","much"
"5625","871","friction"
"5637","872","live"
"5641","872","barrack"
"5644","873","reason"
"5647","873","give"
"5650","873","last"
"5652","873","question"
"5661","874","reason"
"5665","874","different"
"5666","874","uniform"
"5670","876","different"
"5671","876","tip"
"5672","876","pepule"
"5675","877","negro"
"5678","877","dirty"
"5679","877","human"
"5682","877","many"
"5683","877","diease"
"5686","877","whites"
"5694","878","work"
"5698","878","separat"
"5705","879","mix"
"5712","880","different"
"5713","880","race"
"5717","882","personnel"
"5718","882","ideal"
"5720","882","means"
"5722","882","living"
"5724","882","different"
"5730","883","get"
"5734","883","white"
"5735","883","people"
"5736","883","think"
"5740","883","right"
"5743","883","colored"
"5744","883","man"
"5746","884","let"
"5750","884","outfit"
"5757","887","southern"
"5758","887","soldier"
"5761","887","get"
"5765","887","negro"
"5771","888","give"
"5773","888","negro"
"5775","888","chance"
"5777","888","show"
"5786","889","reason"
"5788","889","question"
"5792","890","keep"
"5799","890","track"
"5800","890","disease"
"5803","891","race"
"5810","892","teach"
"5812","892","carry"
"5814","892","diseases"
"5818","892","spread"
"5824","892","different"
"5825","892","outfit"
"5833","894","live"
"5834","894","eat"
"5836","894","sleep"
"5839","894","outfit"
"5844","894","want"
"5845","894","negro"
"5850","895","think"
"5853","895","better"
"5856","895","negro"
"5858","896","mixing"
"5859","896","color"
"5861","896","cause"
"5862","896","fight"
"5864","896","southern"
"5865","896","soldier"
"5868","897","want"
"5870","897","live"
"5872","897","sleep"
"5874","897","eat"
"5879","898","seem"
"5883","898","social"
"5884","898","diseases"
"5892","899","disliking"
"5894","899","many"
"5895","899","white"
"5897","899","negro"
"5899","900","think"
"5900","900","mixtur"
"5903","900","bring"
"5904","900","friction"
"5911","902","much"
"5912","902","friction"
"5916","902","keep"
"5922","904","distinction"
"5928","904","greasy"
"5935","905","human"
"5941","905","count"
"5945","906","function"
"5946","906","better"
"5949","906","kind"
"5952","907","man"
"5954","907","equal"
"5957","907","color"
"5958","907","creed"
"5960","907","religion"
"5962","908","think"
"5963","908","man"
"5967","908","color"
"5976","909","care"
"5980","909","sleep"
"5982","909","negro"
"5983","909","soldier"
"5987","911","white"
"5988","911","people"
"5991","911","trust"
"5993","911","negro"
"5998","912","bound"
"6001","912","trouble"
"6004","912","intermingle"
"6010","913","war"
"6015","915","white"
"6016","915","man"
"6020","915","qualified"
"6022","915","negro"
"6027","916","want"
"6029","916","sleep"
"6034","917","get"
"6039","919","think"
"6042","919","white"
"6043","919","people"
"6048","919","want"
"6057","920","make"
"6059","920","difference"
"6063","921","suppose"
"6066","921","soldier"
"6068","921","make"
"6070","921","c.o"
"6073","921","white"
"6076","921","like"
"6078","921","take"
"6080","921","order"
"6085","922","work"
"6090","922","kind"
"6094","923","feel"
"6095","923","better"
"6102","923","kind"
"6107","923","white"
"6108","923","soldier"
"6112","924","fight"
"6114","924","better"
"6118","924","show"
"6121","924","white"
"6122","924","people"
"6124","926","negro"
"6126","926","white"
"6130","926","get"
"6136","926","mix"
"6142","930","white"
"6143","930","boy"
"6145","930","smarter"
"6150","932","feel"
"6151","932","better"
"6155","932","outfit"
"6162","935","stay"
"6166","935","race"
"6171","935","citizen"
"6173","936","white"
"6174","936","people"
"6176","936","negro"
"6179","936","agree"
"6185","938","think"
"6188","938","whole"
"6190","938","negro"
"6192","938","intelligent"
"6195","938","high"
"6198","938","white"
"6199","938","person"
"6203","939","want"
"6207","939","strong"
"6208","939","army"
"6212","939","sit"
"6215","939","close"
"6220","939","way"
"6222","939","trouble"
"6225","940","section"
"6228","940","country"
"6229","940","negro"
"6231","940","white"
"6232","940","seldom"
"6233","940","become"
"6234","940","friendly"
"6240","940","separate"
"6241","940","race"
"6243","940","color"
"6246","940","think"
"6249","940","keep"
"6254","940","separate"
"6257","940","white"
"6258","940","troops"
"6262","940","background"
"6264","940","different"
"6265","940","soldier"
"6267","940","different"
"6268","940","section"
"6269","940","separation"
"6272","940","important"
"6276","940","army"
"6278","941","southern"
"6280","941","race"
"6281","941","attitude"
"6287","943","bad"
"6288","943","opinion"
"6297","944","selve"
"6299","945","say"
"6306","945","outfit"
"6312","945","different"
"6313","945","company"
"6318","947","soldier"
"6320","947","white"
"6321","947","soldier"
"6325","947","get"
"6330","948","comment"
"6336","949","want"
"6338","949","live"
"6340","949","work"
"6351","953","separate"
"6352","953","outfit"
"6360","957","different"
"6361","957","coler"
"6365","958","think"
"6367","958","negro"
"6369","958","stay"
"6372","958","place"
"6377","958","keep"
"6378","958","separate"
"6382","960","keep"
"6384","960","white"
"6386","960","black"
"6387","960","race"
"6388","960","separate"
"6392","960","accomplish"
"6396","962","seem"
"6399","962","work"
"6402","962","right"
"6409","962","see"
"6415","962","continue"
"6418","963","select"
"6419","963","noncom"
"6421","963","show"
"6423","963","much"
"6424","963","partiality"
"6428","963","select"
"6430","963","accord"
"6432","963","ability"
"6437","963","marry"
"6441","963","home"
"6442","963","state"
"6453","963","good"
"6458","965","think"
"6460","965","best"
"6465","965","separat"
"6466","966","immaterial"
"6470","966","point"
"6472","966","view"
"6477","967","work"
"6484","971","much"
"6485","971","commotion"
"6490","973","want"
"6492","973","negro"
"6493","973","sgt"
"6495","973","lieutenant"
"6497","973","capt"
"6502","973","give"
"6504","973","white"
"6505","973","order"
"6509","975","question"
"6514","976","stay"
"6517","976","side"
"6519","976","stay"
"6523","977","white"
"6524","977","man"
"6526","977","negro"
"6530","977","get"
"6534","978","negro"
"6535","978","soldier"
"6537","978","drop"
"6539","978","morale"
"6542","978","white"
"6543","978","outfit"
"6546","980","different"
"6547","980","barrack"
"6549","980","different"
"6550","980","mess"
"6551","980","hall"
"6556","984","let"
"6558","984","stay"
"6562","984","race"
"6566","985","get"
"6570","987","think"
"6572","987","negro"
"6575","987","right"
"6578","987","stay"
"6581","987","place"
"6588","988","separate"
"6589","988","outfit"
"6592","990","racial"
"6593","990","prejudice"
"6597","990","strong"
"6599","990","allow"
"6600","990","intermingling"
"6602","990","races"
"6605","991","make"
"6607","991","good"
"6608","991","outfit"
"6611","991","idea"
"6614","991","man"
"6617","991","better"
"6622","991","create"
"6624","991","lack"
"6626","991","interest"
"6629","991","fellow"
"6630","991","member"
"6636","993","believe"
"6638","993","southern"
"6639","993","white"
"6641","993","many"
"6642","993","white"
"6645","993","north"
"6647","993","tolerate"
"6656","993","soldier"
"6659","993","soldier"
"6662","993","race"
"6664","993","creed"
"6666","993","color"
"6670","995","combat"
"6671","995","area"
"6673","995","one"
"6676","995","time"
"6678","995","choose"
"6681","995","fight"
"6685","995","race"
"6687","995","order"
"6689","995","win"
"6691","995","war"
"6695","996","believe"
"6698","996","understand"
"6701","996","better"
"6704","998","much"
"6706","998","possible"
"6710","998","much"
"6711","998","dislike"
"6714","998","mixing"
"6716","998","color"
"6722","998","tendency"
"6724","998","lower"
"6725","998","morale"
"6728","998","white"
"6729","998","man"
"6732","998","love"
"6736","998","hold"
"6740","998","negro"
"6745","1001","question"
"6746","1001","give"
"6749","1001","creep"
"6759","1007","many"
"6760","1007","man"
"6762","1007","dislike"
"6764","1007","negro"
"6767","1007","unity"
"6772","1009","negro"
"6775","1009","camp"
"6779","1012","negro"
"6781","1012","whites"
"6782","1012","live"
"6783","1012","different"
"6790","1014","negro"
"6792","1014","white"
"6795","1014","get"
"6803","1015","separate"
"6804","1015","outfit"
"6807","1015","feel"
"6808","1015","inferior"
"6815","1016","human"
"6818","1017","better"
"6820","1017","army"
"6824","1018","separate"
"6829","1018","git"
"6836","1021","date"
"6838","1021","accustom"
"6841","1021","separate"
"6843","1023","many"
"6844","1023","soldier"
"6846","1023","funny"
"6850","1023","negro"
"6857","1024","excuse"
"6859","1024","trouble"
"6861","1024","whites"
"6863","1024","negro"
"6867","1025","question"
"6871","1026","man"
"6873","1026","work"
"6874","1026","better"
"6876","1026","man"
"6880","1026","race"
"6884","1027","see"
"6886","1027","difference"
"6889","1027","negro"
"6892","1027","white"
"6893","1027","man"
"6899","1028","sure"
"6904","1028","arrange"
"6912","1034","fight"
"6918","1034","white"
"6919","1034","man"
"6928","1035","chinese"
"6931","1035","american"
"6935","1037","negro"
"6938","1037","different"
"6939","1037","race"
"6941","1037","person"
"6946","1037","keep"
"6949","1037","place"
"6959","1041","fellow"
"6960","1041","man"
"6963","1041","think"
"6967","1042","happier"
"6973","1042","separate"
"6974","1042","outfit"
"6978","1044","fight"
"6982","1044","mix"
"6985","1044","whites"
"6988","1044","fight"
"7000","1046","forceful"
"7004","1047","hold"
"7006","1047","white"
"7007","1047","soldier"
"7013","1048","answer"
"7015","1048","question"
"7020","1049","think"
"7023","1049","make"
"7024","1049","better"
"7025","1049","soldier"
"7029","1049","outfit"
"7035","1052","lot"
"7037","1052","soldier"
"7040","1052","want"
"7042","1052","negro"
"7045","1052","buddy"
"7049","1054","negro"
"7050","1054","people"
"7053","1054","meet"
"7057","1054","want"
"7059","1054","replace"
"7063","1054","white"
"7064","1054","man"
"7069","1054","kill"
"7076","1055","reason"
"7082","1056","depend"
"7085","1056","section"
"7088","1056","country"
"7090","1057","give"
"7092","1057","individual"
"7093","1057","pride"
"7098","1057","outfit"
"7101","1059","think"
"7103","1059","question"
"7106","1059","interesting"
"7110","1059","see"
"7114","1059","better"
"7115","1059","condition"
"7117","1059","make"
"7119","1059","change"
"7122","1059","army"
"7127","1059","certain"
"7128","1059","way"
"7135","1060","work"
"7137","1060","better"
"7141","1061","come"
"7143","1061","fight"
"7145","1061","negro"
"7147","1061","top"
"7151","1061","give"
"7152","1061","crit"
"7154","1062","negro"
"7156","1062","white"
"7159","1062","work"
"7164","1063","living"
"7165","1063","standard"
"7167","1063","different"
"7170","1063","difference"
"7172","1063","create"
"7173","1063","trouble"
"7176","1064","help"
"7177","1064","prevent"
"7178","1064","friction"
"7180","1064","whites"
"7182","1064","negro"
"7194","1068","segregate"
"7197","1068","respect"
"7201","1069","white"
"7202","1069","fellow"
"7203","1069","want"
"7205","1069","negro"
"7206","1069","sleeping"
"7212","1071","soldier"
"7214","1071","different"
"7215","1071","part"
"7218","1071","country"
"7221","1071","think"
"7225","1071","thing"
"7229","1072","black"
"7230","1072","race"
"7232","1072","cleaner"
"7237","1072","white"
"7238","1072","race"
"7241","1073","negro"
"7242","1073","think"
"7247","1073","good"
"7250","1073","whit"
"7253","1074","create"
"7254","1074","trouble"
"7257","1074","outfit"
"7263","1075","use"
"7271","1076","many"
"7272","1076","objection"
"7276","1078","seem"
"7281","1078","army"
"7282","1078","life"
"7287","1078","great"
"7288","1078","deal"
"7290","1078","hurrie"
"7293","1078","wait"
"7298","1078","say"
"7301","1078","rushe"
"7303","1078","wait"
"7310","1078","much"
"7311","1078","contradiction"
"7313","1078","ordr"
"7317","1078","commissione"
"7318","1078","officer"
"7322","1078","tell"
"7327","1078","thing"
"7331","1078","give"
"7333","1078","order"
"7335","1078","direct"
"7336","1078","variance"
"7339","1078","first"
"7343","1081","separate"
"7344","1081","outfit"
"7345","1081","get"
"7347","1081","better"
"7349","1081","less"
"7350","1081","trouble"
"7352","1082","prevent"
"7353","1082","friction"
"7356","1083","black"
"7358","1083","white"
"7361","1083","mix"
"7367","1085","brother"
"7371","1085","much"
"7372","1085","heart"
"7378","1085","body"
"7382","1086","fellow"
"7385","1086","like"
"7387","1086","work"
"7389","1086","associate"
"7391","1086","negro"
"7398","1090","start"
"7399","1090","fight"
"7401","1090","cause"
"7402","1090","riot"
"7404","1090","kick"
"7405","1090","occur"
"7412","1094","white"
"7415","1094","get"
"7421","1096","think"
"7426","1096","good"
"7428","1096","place"
"7433","1098","work"
"7439","1098","separate"
"7440","1098","units"
"7445","1101","first"
"7446","1101","part"
"7448","1101","training"
"7454","1101","experienced"
"7455","1101","trainee"
"7461","1101","important"
"7464","1101","time"
"7465","1101","saver"
"7471","1105","man"
"7474","1105","man"
"7478","1105","color"
"7480","1105","race"
"7486","1108","question"
"7496","1109","trust"
"7498","1109","negro"
"7501","1109","tent"
"7503","1109","barrick"
"7508","1110","trouble"
"7509","1110","makers"
"7512","1112","white"
"7513","1112","southerner"
"7516","1112","courtmartial"
"7518","1112","day"
"7520","1112","assault"
"7522","1112","battery"
"7525","1113","alright"
"7528","1113","friend"
"7534","1113","come"
"7536","1113","liive"
"7538","1113","think"
"7542","1113","separate"
"7550","1116","fight"
"7554","1116","battle"
"7557","1118","white"
"7558","1118","think"
"7561","1118","superior"
"7563","1118","negro"
"7565","1118","trouble"
"7567","1118","arise"
"7569","1119","see"
"7570","1119","previous"
"7571","1119","statement"
"7581","1125","fight"
"7583","1125","cause"
"7584","1125","trouble"
"7599","1128","chance"
"7601","1128","prove"
"7603","1128","worth"
"7605","1128","way"
"7607","1129","negro"
"7609","1129","white"
"7612","1129","mix"
"7614","1130","group"
"7617","1130","stay"
"7619","1130","clean"
"7627","1131","mind"
"7638","1131","sleep"
"7641","1132","keep"
"7643","1132","race"
"7646","1132","cause"
"7648","1132","much"
"7649","1132","trouble"
"7655","1134","think"
"7656","1134","white"
"7657","1134","people"
"7659","1134","mix"
"7662","1134","content"
"7667","1135","bad"
"7668","1135","odor"
"7671","1135","perspire"
"7673","1135","white"
"7674","1135","people"
"7677","1135","like"
"7686","1137","certain"
"7688","1137","many"
"7690","1137","white"
"7693","1137","complain"
"7696","1138","live"
"7700","1138","war"
"7704","1138","make"
"7706","1138","adjustment"
"7710","1139","like"
"7712","1139","live"
"7719","1142","comment"
"7725","1144","people"
"7727","1144","learn"
"7729","1144","discrimination"
"7730","1144","cause"
"7731","1144","disunity"
"7734","1144","disunity"
"7736","1144","lose"
"7738","1144","war"
"7747","1145","cause"
"7748","1145","friction"
"7751","1146","avoid"
"7752","1146","riot"
"7754","1146","disorder"
"7761","1149","want"
"7763","1149","chance"
"7765","1149","prove"
"7767","1149","ability"
"7770","1149","want"
"7772","1149","show"
"7781","1149","carry"
"7788","1152","natural"
"7789","1152","friction"
"7791","1152","white"
"7793","1152","colored"
"7804","1155","side"
"7807","1155","pond"
"7811","1156","higher"
"7812","1156","class"
"7814","1156","people"
"7820","1156","associate"
"7828","1157","bigoted"
"7830","1157","live"
"7835","1157","come"
"7838","1158","white"
"7839","1158","people"
"7843","1158","use"
"7845","1158","color"
"7846","1158","people"
"7848","1158","negro"
"7850","1158","tend"
"7854","1158","underdog"
"7858","1158","negro"
"7860","1158","make"
"7861","1158","non-com"
"7863","1158","tend"
"7865","1158","reciprocate"
"7867","1158","bully"
"7868","1158","white"
"7869","1158","private"
"7874","1158","cause"
"7875","1158","trouble"
"7881","1161","liable"
"7884","1161","trouble"
"7888","1161","races"
"7890","1162","many"
"7891","1162","white"
"7892","1162","people"
"7895","1162","tendency"
"7898","1162","overbear"
"7901","1162","negro"
"7903","1163","group"
"7905","1163","differ"
"7909","1163","time"
"7910","1163","argue"
"7913","1163","work"
"7915","1163","cooperate"
"7922","1166","get"
"7925","1166","long"
"7932","1167","better"
"7937","1167","mix"
"7942","1170","let"
"7944","1170","negro"
"7945","1170","stay"
"7948","1170","place"
"7950","1171","negro"
"7952","1171","white"
"7953","1171","soldier"
"7957","1171","work"
"7959","1171","gather"
"7962","1172","get"
"7964","1172","better"
"7968","1172","race"
"7973","1175","different"
"7974","1175","idea"
"7976","1175","living"
"7980","1176","say"
"7981","1176","let"
"7987","1176","thing"
"7990","1177","negro"
"7992","1177","proud"
"7995","1177","accomplishment"
"7998","1177","total"
"7999","1177","negro"
"8000","1177","outfit"
"8004","1177","effective"
"8014","1182","mix"
"8016","1182","noncom"
"8017","1182","officr"
"8019","1182","private"
"8022","1184","misunderstanding"
"8029","1184","exist"
"8032","1185","train"
"8036","1185","separate"
"8039","1185","combat"
"8041","1185","boby"
"8043","1185","fight"
"8050","1185","effecient"
"8054","1187","health"
"8056","1187","race"
"8057","1188","white"
"8058","1188","people"
"8060","1188","colo"
"8061","1188","people"
"8065","1188","different"
"8066","1188","class"
"8069","1189","think"
"8075","1190","keep"
"8078","1190","fight"
"8086","1190","southerner"
"8089","1191","work"
"8092","1191","get"
"8093","1191","better"
"8094","1191","treatment"
"8099","1192","comradeship"
"8104","1192","race"
"8107","1194","comment"
"8113","1195","race"
"8118","1195","negro"
"8122","1196","racial"
"8123","1196","predjudice"
"8127","1196","erase"
"8130","1197","prevent"
"8131","1197","unnecessary"
"8132","1197","argument"
"8134","1197","fight"
"8138","1199","freedom"
"8141","1199","u.s.a."
"8143","1199","worth"
"8145","1199","effort"
"8147","1199","understand"
"8149","1199","meaning"
"8151","1199","american"
"8152","1199","rights"
"8154","1199","black"
"8156","1199","white"
"8160","1200","work"
"8162","1200","fight"
"8165","1200","feel"
"8166","1200","equal"
"8171","1200","mix"
"8173","1200","white"
"8176","1200","feel"
"8177","1200","unequal"
"8185","1205","see"
"8186","1205","note"
"8192","1206","think"
"8195","1206","work"
"8203","1208","get"
"8207","1209","extreme"
"8208","1209","emergency"
"8211","1209","come"
"8214","1210","reason"
"8221","1211","army"
"8227","1213","enough"
"8228","1213","southerner"
"8231","1213","outfit"
"8233","1213","cause"
"8234","1213","trouble"
"8239","1216","white"
"8241","1216","negro"
"8242","1216","soldier"
"8245","1216","mix"
"8247","1216","good"
"8250","1217","say"
"8251","1217","separate"
"8255","1217","white"
"8256","1217","people"
"8259","1217","try"
"8261","1217","get"
"8268","1218","end"
"8270","1218","trouble"
"8277","1220","jealousy"
"8289","1224","like"
"8290","1224","live"
"8297","1224","alright"
"8300","1224","place"
"8305","1227","morale"
"8307","1227","soldier"
"8309","1227","drop"
"8313","1227","happen"
"8317","1227","negro"
"8318","1227","leader"
"8319","1228","negro"
"8322","1228","dirty"
"8325","1228","white"
"8326","1228","fellow"
"8330","1230","right"
"8331","1230","leader"
"8333","1230","make"
"8334","1230","better"
"8335","1230","soldier"
"8338","1230","separate"
"8339","1230","outfit"
"8341","1231","think"
"8344","1231","like"
"8348","1231","way"
"8359","1235","large"
"8360","1235","units"
"8362","1235","work"
"8366","1235","function"
"8369","1235","army"
"8373","1235","win"
"8375","1235","war"
"8380","1238","good"
"8383","1238","races"
"8387","1239","general"
"8388","1239","rule"
"8390","1239","race"
"8392","1239","cooperate"
"8393","1239","better"
"8398","1239","race"
"8402","1240","majority"
"8405","1240","people"
"8408","1240","like"
"8410","1240","associate"
"8418","1242","belief"
"8422","1242","train"
"8423","1242","harder"
"8430","1243","many"
"8431","1243","fight"
"8433","1243","negro"
"8435","1243","whites"
"8440","1243","outfit"
"8444","1243","enough"
"8445","1243","fit"
"8454","1244","want"
"8456","1244","sleep"
"8460","1244","negro"
"8466","1245","good"
"8467","1245","idea"
"8474","1245","new"
"8477","1246","write"
"8480","1246","get"
"8484","1246","negro"
"8488","1247","better"
"8489","1247","cooperation"
"8492","1247","mix"
"8495","1249","negro"
"8496","1249","act"
"8498","1249","think"
"8502","1249","different"
"8503","1249","habit"
"8506","1249","respects"
"8507","1250","white"
"8508","1250","people"
"8511","1250","like"
"8514","1250","negro"
"8515","1250","mix"
"8524","1250","war"
"8527","1250","win"
"8531","1251","feel"
"8532","1251","better"
"8539","1251","white"
"8540","1251","soldier"
"8542","1252","feeling"
"8546","1252","great"
"8548","1252","mix"
"8558","1258","negro"
"8560","1258","white"
"8564","1258","adjust"
"8569","1258","enable"
"8572","1258","cooperate"
"8577","1259","negro"
"8578","1259","think"
"8582","1259","bitter"
"8585","1259","white"
"8586","1259","soldier"
"8591","1260","get"
"8594","1261","function"
"8597","1261","work"
"8599","1261","soldier"
"8600","1262","give"
"8603","1262","big"
"8604","1262","black"
"8605","1262","car"
"8608","1262","stripe"
"8609","1262","suit"
"8613","1263","white"
"8614","1263","soldier"
"8619","1263","take"
"8620","1263","order"
"8626","1265","negro"
"8627","1265","think"
"8630","1265","better"
"8633","1265","white"
"8634","1265","man"
"8643","1269","separate"
"8644","1269","outfit"
"8648","1269","different"
"8650","1269","white"
"8651","1269","people"
"8654","1270","negro"
"8656","1270","work"
"8658","1270","better"
"8662","1270","race"
"8668","1271","hard"
"8669","1271","feeling"
"8672","1271","races"
"8675","1272","get"
"8677","1272","better"
"8680","1272","people"
"8684","1272","old"
"8685","1272","feeling"
"8691","1273","better"
"8692","1273","harmony"
"8702","1275","white"
"8703","1275","man"
"8704","1275","want"
"8706","1275","take"
"8707","1275","order"
"8709","1275","share"
"8711","1275","latrine"
"8713","1275","colored"
"8714","1275","troops"
"8719","1279","negro"
"8721","1279","special"
"8722","1279","trait"
"8725","1279","soldier"
"8729","1279","use"
"8732","1279","condition"
"8737","1281","like"
"8742","1282","try"
"8744","1282","mix"
"8747","1282","fort"
"8748","1282","crook"
"8753","1282","t't"
"8754","1282","work"
"8756","1282","weenks"
"8759","1282","take"
"8760","1282","advantage"
"8763","1282","privilege"
"8769","1283","good"
"8770","1283","deal"
"8772","1283","race"
"8773","1283","prejudice"
"8775","1283","hat"
"8780","1286","get"
"8787","1286","care"
"8789","1286","mix"
"8796","1287","distinction"
"8798","1287","white"
"8799","1287","people"
"8804","1288","difference"
"8806","1288","live"
"8807","1288","habit"
"8809","1288","race"
"8813","1290","right"
"8814","1291","white"
"8815","1291","soldier"
"8818","1291","like"
"8820","1291","take"
"8821","1291","order"
"8824","1291","negro"
"8825","1291","officer"
"8827","1292","work"
"8828","1292","better"
"8832","1292","color"
"8837","1292","whites"
"8839","1292","white"
"8840","1292","man"
"8841","1292","lose"
"8842","1292","control"
"8849","1293","white"
"8850","1293","people"
"8853","1293","work"
"8855","1293","negro"
"8858","1294","sure"
"8860","1294","white"
"8861","1294","soldier"
"8864","1294","like"
"8866","1294","idea"
"8868","1294","take"
"8869","1294","ordr"
"8872","1294","negro"
"8873","1294","officer"
"8875","1294","non-comm"
"8880","1295","better"
"8884","1295","people"
"8889","1298","answer"
"8895","1299","work"
"8898","1299","way"
"8903","1301","many"
"8904","1301","bigote"
"8905","1301","person"
"8908","1301","army"
"8910","1303","white"
"8911","1303","soldier"
"8914","1303","work"
"8920","1303","make"
"8922","1303","poor"
"8923","1303","fighting"
"8924","1303","outfit"
"8928","1304","separate"
"8932","1304","live"
"8939","1305","good"
"8940","1305","white"
"8941","1305","man"
"8943","1305","bad"
"8948","1305","good"
"8950","1305","man"
"8952","1305","bad"
"8956","1305","get"
"8962","1305","trouble"
"8966","1307","work"
"8968","1307","better"
"8971","1307","race"
"8975","1307","separate"
"8976","1307","outfit"
"8979","1308","mean"
"8981","1308","different"
"8982","1308","regiment"
"8987","1308","mix"
"8993","1308","live"
"8997","1308","barrack"
"9001","1308","bad"
"9002","1308","enough"
"9004","1308","max"
"9009","1312","think"
"9011","1312","get"
"9014","1312","lot"
"9015","1312","better"
"9017","1312","separate"
"9018","1312","outfit"
"9024","1314","lot"
"9026","1314","dissension"
"9029","1314","man"
"9034","1314","take"
"9035","1314","order"
"9038","1314","negro"
"9039","1314","non-comm"
"9042","1315","one"
"9045","1315","outfit"
"9047","1315","get"
"9051","1315","fellow"
