,source,target,weight
1387,idea,condition,1
1388,idea,eat,1
1389,idea,future,1
1390,idea,give,1
1391,idea,keep,1
1392,idea,life,1
1393,idea,living,1
1394,idea,man,2
1395,idea,many,1
1396,idea,mix,1
1397,idea,ordr,1
1398,idea,race,1
1399,idea,separat,1
1400,idea,sleep,1
1401,idea,soldier,1
1402,idea,superiority,1
1403,idea,take,1
1404,idea,turn,1
1405,idea,white,2
1406,ideal,end,1
1407,ideal,living,1
1408,ideal,means,1
1409,ignorance,races,1
1410,imagine,get,1
1411,Immaterial,point,1
1412,impair,efficiency,1
1413,impartiality,show,1
1414,important,army,1
1415,important,int,1
1416,important,saver,1
1417,important,time,1
1418,impossible,harmony,1
1419,impractical,hostile,1
1420,impression,outfits,1
1421,impression,segregate,1
1422,inborn,aversion,1
1423,inch,want,1
1424,include,negroe,1
1425,include,officer,2
1426,include,outfit,1
1427,independent,feeling,1
1428,individual,color,1
1429,individual,fell,1
1430,individual,group,1
1431,individual,life,1
1432,individual,liking,1
1433,individual,negro,1
1434,individual,pride,1
1435,individual,soldier,1
1436,individual,units,1
1437,individual,white,1
1438,individual,work,1
1439,induct,draft,1
1440,industry,war,1
1441,inferior,destroy,1
1442,inferior,people,1
1443,inferior,race,1
1444,inferior,white,1
1445,infiror,complex,1
1446,infiror,superior,1
1447,inform,subject,1
1448,insertion,considerate,1
1449,insertion,fel,1
1450,insertion,insertion,3
1451,insertion,negro,1
1452,insertion,unclear,1
1453,insertion]white,man,1
1454,instance,finish,1
1455,insult,work,1
1456,int,army,1
1457,intelligence,complicated,1
1458,intelligence,operate,1
1459,intelligent,high,1
1460,interest,fellow,1
1461,interest,member,1
1462,interesting,see,1
1463,intermingling,man,1
1464,intermingling,races,1
1465,intermix,fight,1
1466,intermix,side,1
1467,internal,strain,1
1468,interspersed,separate,1
1469,Irregardless,color,1
1470,Irregardless,race,1
1471,jealousy,indifference,1
1472,job,get,1
1473,job,thing,1
1474,job,want,1
1475,join,negro,1
1476,join,outfit,1
1477,keep,black,1
1478,keep,colored,1
1479,keep,constant,1
1480,keep,disastr,1
1481,keep,disorder,1
1482,keep,faction,1
1483,keep,feeling,1
1484,keep,fight,1
1485,keep,fighting,1
1486,keep,friction,1
1487,keep,keep,1
1488,keep,liable,1
1489,keep,make,2
1490,keep,morale,1
1491,keep,much,1
1492,keep,outfit,3
1493,keep,peace,1
1494,keep,place,3
1495,keep,quarrel,1
1496,keep,race,3
1497,keep,self,1
1498,keep,separat,3
1499,keep,separate,10
1500,keep,separated,1
1501,keep,seperat,1
1502,keep,trouble,1
1503,keep,white,2
1504,kicking,occur,1
1505,kicking,unclear,1
1506,kind,make,1
1507,kind,man,1
1508,kind,people,1
1509,kind,rest,1
1510,kind,tasnks,1
1511,kind,white,1
1512,kind,word,1
1513,know,black,1
1514,know,carry,1
1515,know,fact,1
1516,know,fight,1
1517,know,give,1
1518,know,look,1
1519,know,man,1
1520,know,negro,1
1521,know,negroe,1
1522,know,northern,1
1523,know,place,2
1524,know,reason,1
1525,know,soldier,1
1526,know,stay,1
1527,know,take,1
1528,know,understand,1
1529,know,want,2
1530,know,work,1
1531,labor,heat,1
1532,lack,interest,1
1533,large,amount,1
1534,large,city,1
1535,large,run,1
1536,large,units,1
1537,large,work,1
1538,last,answer,1
1539,last,impractical,1
1540,last,question,3
1541,latrine,colored,1
1542,latrine,troops,1
1543,lead,argument,1
1544,lead,entanglement,1
1545,lead,equality,1
1546,lead,heate,1
1547,lead,individual,1
1548,lead,life,1
1549,lead,man,1
1550,lead,trouble,1
1551,leading,follow,1
1552,leading,like,1
1553,learn,cause,1
1554,learn,concerning,1
1555,learn,discrimination,1
1556,learn,disunity,1
1557,learn,mix,1
1558,learn,prejudice,1
1559,learn,quell,1
1560,learn,work,1
1561,leave,white,1
1562,less,argument,2
1563,less,cause,1
1564,less,chance,2
1565,less,confusion,1
1566,less,fighting,1
1567,less,friction,5
1568,less,race,1
1569,less,restraint,1
1570,less,riot,1
1571,less,trouble,2
1572,Lessens,complex,1
1573,Lessens,infiror,1
1574,Lessens,superior,1
1575,let,Negor,1
1576,let,negro,2
1577,let,outfit,1
1578,let,separate,2
1579,let,stay,4
1580,let,think,1
1581,let,unclear,1
1582,let,white,1
1583,level,head,1
1584,level,insertion,1
1585,liable,trouble,2
1586,liberation,deletion,1
1587,life,feel,1
1588,life,liking,1
1589,life,live,1
1590,life,majority,1
1591,life,man,2
1592,life,negro,1
1593,life,treat,1
1594,life,war,1
1595,life,white,1
1596,light,finger,1
1597,liive,think,1
1598,like,associate,4
1599,like,better,1
1600,like,break,1
1601,like,colored,1
1602,like,discuss,1
1603,like,drill,1
1604,like,eat,2
1605,like,fellow,1
1606,like,follow,1
1607,like,friendship,1
1608,like,furlough,1
1609,like,good,1
1610,like,idea,4
1611,like,live,4
1612,like,man,1
1613,like,mingle,1
1614,like,mix,2
1615,like,negro,4
1616,like,Negro,1
1617,like,negro',2
1618,like,Negro's,1
1619,like,negroe,10
1620,like,Negros,1
1621,like,nigger,1
1622,like,Northern,1
1623,like,Officer,1
1624,like,oklahoma,1
1625,like,order,2
1626,like,race,1
1627,like,see,1
1628,like,separate,1
1629,like,serve,1
1630,like,sleep,3
1631,like,smell,1
1632,like,take,3
1633,like,treat,1
1634,like,unclear,1
1635,like,way,1
1636,like,whites,2
1637,like,work,2
1638,like,wouldnt,1
1639,likes,pecularaty,1
1640,likes,peculiarity,1
1641,limit,reception,1
1642,limit,service,1
1643,line,draw,1
1644,link,bad,1
1645,link,feeling,1
1646,list,last,1
1647,list,question,1
1648,little,chance,1
1649,little,contact,1
1650,little,discord,1
1651,little,Negroes,1
1652,live,amount,1
1653,live,associate,1
1654,live,barrack,2
1655,live,bath,1
1656,live,color,1
1657,live,come,1
1658,live,condition,3
1659,live,create,1
1660,live,different,2
1661,live,eat,4
1662,live,fight,1
1663,live,gut,1
1664,live,habit,1
1665,live,large,1
1666,live,mexican,1
1667,live,negro,2
1668,live,negroe,3
1669,live,outfit,1
1670,live,race,1
1671,live,reason,1
1672,live,roof,1
1673,live,room,1
1674,live,section,1
1675,live,separate,1
1676,live,sleep,3
1677,live,stomach,1
1678,live,tighter,1
1679,live,train,1
1680,live,trouble,1
1681,live,war,1
1682,live,white,1
1683,live,work,1
1684,living,different,3
1685,living,idea,1
1686,living,negroe,1
1687,living,speech,1
1688,living,standard,2
1689,locale,station,1
1690,long,time,1
1691,look,better,1
1692,look,dirty,1
1693,look,disrespect,1
1694,look,good,1
1695,look,inferior,1
1696,look,negro,1
1697,look,poor,1
1698,lose,control,1
1699,lose,life,1
1700,lose,place,1
1701,lose,war,1
1702,lost,army,1
1703,lost,motion,1
1704,lot,better,5
1705,lot,bunk,1
1706,lot,camp,1
1707,lot,class,1
1708,lot,deletion,1
1709,lot,discord,1
1710,lot,discrimination,1
1711,lot,dissention,1
1712,lot,fellow,1
1713,lot,fight,1
1714,lot,friction,1
1715,lot,happier,1
1716,lot,lower,1
1717,lot,negro,2
1718,lot,Negroes,1
1719,lot,nonsense,1
1720,lot,outfit,2
1721,lot,racial,1
1722,lot,separate,3
1723,lot,soldier,3
1724,lot,start,1
1725,lot,time,1
1726,lot,trouble,2
1727,lot,white,1
1728,lot,whites,1
1729,love,hold,1
1730,lower,class,1
1731,lower,efficiency,1
1732,lower,hygene,1
1733,lower,living,1
1734,lower,moral,2
1735,lower,morale,3
1736,lower,standard,2
1737,Lower,standard,1
1738,Lower,white,1
1739,lowere,prejudice,1
1740,M.P.,unit,1
1741,maintain,discipline,1
1742,majority,give,1
1743,majority,negroe,1
1744,majority,people,1
1745,majority,unclean,1
1746,make,adjustment,1
1747,make,best,1
1748,make,better,14
1749,make,bunch,1
1750,make,C.o,1
1751,make,change,2
1752,make,combat,1
1753,make,deal,1
1754,make,difference,9
1755,make,efficiency,1
1756,make,feeling,1
1757,make,fight,1
1758,make,fighting,2
1759,make,good,3
1760,make,grave,1
1761,make,keep,1
1762,make,like,1
1763,make,look,1
1764,make,man,1
1765,make,married,1
1766,make,mass,1
1767,make,mistake,1
1768,make,negro,1
1769,make,non-com,1
1770,make,outfit,5
1771,make,poor,1
1772,make,post-war,1
1773,make,race,1
1774,make,soldier,7
1775,make,statement,1
1776,make,team,2
1777,make,tend,1
1778,make,thing,1
1779,make,training,1
1780,make,trouble,1
1781,make,try,1
1782,make,unit,2
1783,man,army,1
1784,man,attitude,1
1785,man,bad,1
1786,man,bath,1
1787,man,believe,1
1788,man,better,3
1789,man,bunch,1
1790,man,capacity,1
1791,man,cent,2
1792,man,class,1
1793,man,clean,1
1794,man,color,3
1795,man,colored,1
1796,man,come,1
1797,man,control,1
1798,man,die,1
1799,man,differ,1
1800,man,dislike,1
1801,man,equal,2
1802,man,exception,1
1803,man,get,3
1804,man,good,1
1805,man,hate,1
1806,man,idea,1
1807,man,include,1
1808,man,intelligence,1
1809,man,job,1
1810,man,let,1
1811,man,like,1
1812,man,live,2
1813,man,lose,1
1814,man,love,1
1815,man,make,3
1816,man,man,2
1817,man,many,1
1818,man,need,1
1819,man,negro,3
1820,man,negroe,1
1821,man,next,2
1822,man,obey,1
1823,man,order,1
1824,man,outfit,3
1825,man,pick,1
1826,man,profit,1
1827,man,put,1
1828,man,qualified,1
1829,man,quick,1
1830,man,race,1
1831,man,raise,1
1832,man,rank,1
1833,man,react,1
1834,man,resent,1
1835,man,sleep,1
1836,man,special,1
1837,man,statement,1
1838,man,take,1
1839,man,tell,1
1840,man,think,2
1841,man,unclear,1
1842,man,underlin,1
1843,man,want,1
1844,man,war,1
1845,man,Whites,1
1846,man,work,3
1847,manner,fight,1
1848,manner,know,1
1849,manner,offense,1
1850,many,acquaintance,1
1851,many,anti-negro,1
1852,many,argument,1
1853,many,bigote,1
1854,many,boy,1
1855,many,case,2
1856,many,color,1
1857,many,company,1
1858,many,complication,1
1859,many,diease,1
1860,many,dislike,1
1861,many,fight,7
1862,many,form,1
1863,many,friction,1
1864,many,funny,1
1865,many,killing,1
1866,many,kind,1
1867,many,like,1
1868,many,man,1
1869,many,negro,3
1870,many,negroe,2
1871,many,objection,1
1872,many,officr,1
1873,many,organization,1
1874,many,people,4
1875,many,person,1
1876,many,prejudice,1
1877,many,reason,1
1878,many,retard,1
1879,many,soldier,5
1880,many,southerner,1
1881,many,Southerner,1
1882,many,trouble,1
1883,many,use,1
1884,many,want,1
1885,many,white,10
1886,many,whites,1
1887,many,Whites,1
1888,many,year,1
1889,mark,attain,1
1890,mark,quide,1
1891,married,army,1
1892,married,man,1
1893,marry,home,1
1894,marry,year,1
1895,martial,eat,1
1896,mass,color,1
1897,mass,Irregardless,1
1898,matched,alike,1
1899,matter,much,1
1900,mean,actual,1
1901,mean,combat,1
1902,mean,different,1
1903,mean,eat,1
1904,mean,keep,1
1905,mean,live,1
1906,mean,mistreat,1
1907,mean,platoon,1
1908,mean,regiment,1
1909,mean,seperat,1
1910,mean,trouble,1
1911,meaning,american,1
1912,meaning,rights,1
1913,means,different,1
1914,means,living,1
1915,means,lot,1
1916,meet,want,1
1917,member,outfit,1
1918,men,suppose,1
1919,men,work,1
1920,merger,lower,1
1921,merger,morale,1
1922,mess,hall,4
1923,mess,sleep,2
1924,mess,work,1
1925,method,army,1
1926,mexican,much,1
1927,mexican,negro,1
1928,mexican,seperate,1
1929,migore,unclear,1
1930,migro,cause,1
1931,migro,gather,1
1932,military,counting,1
1933,military,police,1
1934,military,Police,1
1935,mind,free,1
1936,mind,negro,1
1937,mind,seem,1
1938,mind,white,1
1939,minded,cause,1
1940,minds,many,1
1941,minds,soldier,1
1942,mingle,[/unclear,1
1943,mingle,negro,1
1944,mingle,negroe,1
1945,mingle,whites,1
1946,minority,race,1
1947,minority,unclear,1
1948,misatreate,unclear,1
1949,mistake,try,1
1950,mix,army,1
1951,mix,best,1
1952,mix,black,1
1953,mix,camp,1
1954,mix,class,1
1955,mix,content,1
1956,mix,create,1
1957,mix,extent,1
1958,mix,geather,1
1959,mix,good,4
1960,mix,group,1
1961,mix,live,1
1962,mix,man,1
1963,mix,negro,2
1964,mix,negroe,3
1965,mix,non-commissioned,1
1966,mix,officr,1
1967,mix,oil,1
1968,mix,people,2
1969,mix,possible,1
1970,mix,pull,1
1971,mix,races,1
1972,mix,soldier,3
1973,mix,trouble,1
1974,mix,water,1
1975,mix,white,6
1976,mix,whites,2
1977,mixed,color,1
1978,mixed,combat,1
1979,mixed,depend,1
1980,mixed,M.P.,1
1981,mixed,outfit,8
1982,mixed,races,1
1983,mixed,unit,1
1984,mixen,negroe,1
1985,mixen,white,1
1986,mixing,cause,1
1987,mixing,color,2
1988,mixing,fight,1
1989,mixture,class,1
1990,mixture,man,1
1991,monkeying,lot,1
1992,moral,builders,1
1993,moral,company,1
1994,moral,morale,2
1995,moral,people,1
1996,moral,white,1
1997,morale,army,1
1998,morale,better,2
1999,morale,different,1
2000,morale,drop,1
2001,morale,lot,1
2002,morale,outlook,1
2003,morale,races,2
2004,morale,soldier,2
2005,morale,white,2
2006,morale,whites,1
2007,motion,army,1
2008,move,living,1
2009,much,account,1
2010,much,american,1
2011,much,argue,1
2012,much,cleaner,1
2013,much,commotion,1
2014,much,Contradiction,1
2015,much,cooperation,1
2016,much,deletion,1
2017,much,difference,1
2018,much,difficulty,1
2019,much,disintion,1
2020,much,dislike,1
2021,much,dissension,1
2022,much,disturbance,1
2023,much,feeling,2
2024,much,fight,1
2025,much,friction,6
2026,much,handle,1
2027,much,hard,1
2028,much,hat,1
2029,much,heart,1
2030,much,ignorance,1
2031,much,jealousy,1
2032,much,jelousy,1
2033,much,mingle,1
2034,much,mixing,1
2035,much,ordr,1
2036,much,parciality,1
2037,much,possible,2
2038,much,predjudice,1
2039,much,prejudice,2
2040,much,race,2
2041,much,races,1
2042,much,racial,5
2043,much,sickness,1
2044,much,social,1
2045,much,spend,1
2046,much,squabbling,1
2047,much,strife,1
2048,much,talent,1
2049,much,training,1
2050,much,trouble,7
2051,much,unclear,1
2052,much,white,2
2053,myth,colored,1
2054,myth,people,1
2055,narrow,minded,1
2056,nasty,unfair,1
2057,nasty,yellow,1
2058,national,combat,1
2059,national,group,1
2060,national,serve,1
2061,nativity,man,1
2062,natural,competition,1
2063,natural,friction,1
2064,natural,good,1
2065,natural,mix,1
2066,natural,oppose,1
2067,natural,person,1
2068,natural,teaching,1
2069,natural,tendency,1
2070,natural,want,1
2071,natural,white,1
2072,nature,question,1
2073,NCO,versa,1
2074,NCO,vise,1
2075,necessary,white,1
2076,need,discipline,1
2077,need,negro,1
2078,need,place,1
2079,need,severe,1
2080,negor,agree,1
2081,Negor,place,1
2082,Negor,stay,1
2083,negro,act,1
2084,negro,allow,1
2085,negro,alow,1
2086,negro,anthr,1
2087,negro,arise,1
2088,negro,associate,1
2089,negro,barrack,1
2090,negro,become,1
2091,negro,believe,1
2092,negro,better,5
2093,negro,boy,1
2094,negro,buddie,1
2095,negro,carry,1
2096,negro,cent,1
2097,negro,chance,3
2098,negro,clean,1
2099,negro,cleaner,1
2100,negro,close,1
2101,negro,come,2
2102,negro,competion,1
2103,negro,definite,1
2104,negro,deletion,1
2105,negro,different,2
2106,negro,dirty,3
2107,negro,discriminate,1
2108,negro,diseases,1
2109,negro,drill,1
2110,negro,eat,1
2111,negro,feel,1
2112,negro,fight,1
2113,negro,fit,1
2114,negro,get,10
2115,negro,gether,1
2116,negro,give,1
2117,negro,good,1
2118,negro,happier,2
2119,negro,keep,2
2120,negro,know,1
2121,negro,leader,1
2122,negro,leave,1
2123,negro,let,1
2124,negro,like,1
2125,negro,live,4
2126,negro,lot,1
2127,negro,man,1
2128,negro,meet,1
2129,negro,mix,5
2130,negro,much,2
2131,negro,need,1
2132,negro,negro,1
2133,negro,negroe,1
2134,negro,northerner,1
2135,negro,o.k.,1
2136,negro,officer,1
2137,negro,officr,1
2138,negro,outfit,5
2139,negro,people,1
2140,negro,People,1
2141,negro,place,1
2142,negro,position,1
2143,negro,prefer,1
2144,negro,put,2
2145,negro,race,2
2146,negro,reckless,1
2147,negro,right,1
2148,negro,rights,1
2149,negro,ruin,1
2150,negro,seem,1
2151,negro,seldom,1
2152,negro,separate,3
2153,negro,severe,1
2154,negro,sgt,1
2155,negro,show,1
2156,negro,sleep,1
2157,negro,sleeping,1
2158,negro,soldier,17
2159,negro,solider,1
2160,negro,special,1
2161,negro,stay,3
2162,negro,take,1
2163,negro,talent,1
2164,negro,talk,1
2165,negro,tent,1
2166,negro,think,4
2167,negro,top,1
2168,negro,trait,1
2169,negro,troops,1
2170,negro,trouble,2
2171,negro,try,1
2172,negro,unclear,4
2173,negro,understand,1
2174,negro,unity,1
2175,negro,vice,1
2176,negro,want,1
2177,negro,white,13
2178,negro,whites,1
2179,negro,Whites,1
2180,negro,wood,1
2181,negro,work,3
2182,Negro,boy,1
2183,Negro,know,1
2184,Negro,learn,1
2185,Negro,soldier,3
2186,Negro,tend,1
2187,Negro,white,1
2188,negroe,abuse,1
2189,negroe,bad,1
2190,negroe,become,1
2191,negroe,better,2
2192,negroe,buddie,1
2193,negroe,business,1
2194,negroe,can,1
2195,negroe,chance,1
2196,negroe,chinese,1
2197,negroe,competion,1
2198,negroe,competition,1
2199,negroe,dirty,1
2200,negroe,eat,1
2201,negroe,equal,1
2202,negroe,equality,1
2203,negroe,establish,1
2204,negroe,extent,1
2205,negroe,feel,1
2206,negroe,get,3
2207,negroe,give,1
2208,negroe,good,2
2209,negroe,happier,1
2210,negroe,higher,1
2211,negroe,human,1
2212,negroe,inch,1
2213,negroe,inferior,1
2214,negroe,intelligent,1
2215,negroe,know,2
2216,negroe,learn,1
2217,negroe,like,1
2218,negroe,look,2
2219,negroe,make,1
2220,negroe,mix,2
2221,negroe,negroe,2
2222,negroe,non-com,2
2223,negroe,officer,1
2224,negroe,outfit,1
2225,negroe,people,1
2226,negroe,prevent,1
2227,negroe,proud,1
2228,negroe,riot,1
2229,negroe,satisfied,1
2230,negroe,see,2
2231,negroe,separate,1
2232,negroe,sleeping,1
2233,negroe,social,1
2234,negroe,soldier,1
2235,negroe,southerner,1
2236,negroe,stay,1
2237,negroe,superficial,1
2238,negroe,tend,1
2239,negroe,think,1
2240,negroe,treat,1
2241,negroe,want,1
2242,negroe,white,7
2243,negroe,whites,2
2244,negroe,work,1
2245,Negroe,camp,1
2246,Negroe,necessary,1
2247,Negroe,officer,1
2248,Negroes,adapt,1
2249,Negroes,desease,1
2250,Negroes,fightig,1
2251,Negroes,love,1
2252,Negroes,mix,1
2253,Negroes,put,1
2254,Negroes,satisfied,1
2255,Negroes,seem,1
2256,Negroes,subseptable,1
2257,Negroes,war,1
2258,Negroes,whites,1
2259,Negroes,Whites,1
2260,Negroes,work,1
2261,negros,man,1
2262,negros,white,1
2263,Negros,bad,2
2264,Negros,better,1
2265,Negros,different,1
2266,Negros,idea,1
2267,Negros,labor,1
2268,Negros,oder,1
2269,Negros,understand,1
2270,Negros,white,1
2271,Negros,whites,1
2272,nerve,believe,1
2273,next,black,1
2274,nice,heart,1
2275,nice,thank,1
2276,night,field,1
2277,night,patrol,1
2278,non,com,1
2279,non-com,commissione,1
2280,non-com,officer,2
2281,non-com,reciprocate,1
2282,non-com,tend,1
2283,non-commissioned,officr,1
2284,non-commissioned,private,1
2285,noncom,much,1
2286,noncom,show,1
2287,Noncom,cooperate,1
2288,noncommissioned,officer,1
2289,noncommissioned,return,1
2290,NORTH,tolerate,1
2291,northern,living,1
2292,northern,negroe,1
2293,northern,southerner,1
2294,northern,take,1
2295,northern,white,1
2296,Northern,boy,1
2297,Northern,know,1
2298,Northern,Negro,1
2299,number,negroe,1
2300,o.k.,equal,1
2301,o.k.,want,1
2302,obey,black,1
2303,obey,negro,1
2304,obey,officer,1
2305,obey,order,1
2306,obey,take,1
2307,objection,case,1
2308,objection,many,1
2309,occur,unclear,1
2310,oder,perspire,1
2311,odor,finger,1
2312,odor,habit,1
2313,odor,light,1
2314,offense,know,1
2315,officer,cooperate,1
2316,officer,enlist,1
2317,officer,man,1
2318,officer,necessary,1
2319,officer,race,1
2320,officer,return,1
2321,officer,white,1
2322,Officer,know,1
2323,officers,nonComs,1
2324,officr,cooperate,1
2325,officr,line,1
2326,officr,man,1
2327,officr,NCO,1
2328,officr,private,1
2329,officr,vise,1
2330,oil,water,1
2331,old,army,1
2332,old,case,1
2333,old,difference,1
2334,old,factor,1
2335,old,feeling,1
2336,old,grudge,1
2337,old,negro,2
2338,old,question,1
2339,old,racial,1
2340,old,result,1
2341,old,say,1
2342,one,deserve,1
2343,one,like,1
2344,one,outfit,1
2345,one,time,1
2346,operate,better,1
2347,operate,complicated,1
2348,operate,machine,1
2349,operate,mor,1
2350,opinion,officers,1
2351,opinion,seperate,1
2352,opinion,soldier,1
2353,opinion,work,1
2354,opportunity,credit,1
2355,opportunity,get,1
2356,oppose,class,1
2357,oppose,mix,1
2358,oppose,negro,1
2359,oppose,people,1
2360,order,direct,1
2361,order,feeling,1
2362,order,keep,1
2363,order,latrine,1
2364,order,negro,1
2365,order,negroe,2
2366,order,non-com,1
2367,order,officer,1
2368,order,share,1
2369,order,variance,1
2370,order,war,1
2371,order,win,1
2372,ordr,negroe,1
2373,ordr,non-com,1
2374,organization,combine,1
2375,organization,note,1
2376,organization,races,1
2377,organization,retard,1
2378,organization,war,1
2379,outcast,use,1
2380,outfin,o.k.,1
2381,outfin,war,1
2382,outfit,accustom,1
2383,outfit,argument,1
2384,outfit,bad,1
2385,outfit,bear,1
2386,outfit,better,2
2387,outfit,bunch,1
2388,outfit,cause,1
2389,outfit,chance,2
2390,outfit,circumstance,1
2391,outfit,close,1
2392,outfit,colored,1
2393,outfit,colors,1
2394,outfit,combat,1
2395,outfit,cooperate,1
2396,outfit,depend,1
2397,outfit,different,1
2398,outfit,distinguish,1
2399,outfit,eat,1
2400,outfit,effective,1
2401,outfit,efficiency,1
2402,outfit,enough,1
2403,outfit,feel,1
2404,outfit,fight,1
2405,outfit,gain,1
2406,outfit,get,2
2407,outfit,harder,1
2408,outfit,idea,1
2409,outfit,inferior,1
2410,outfit,kind,1
2411,outfit,less,1
2412,outfit,live,1
2413,outfit,make,2
2414,outfit,many,1
2415,outfit,mean,2
2416,outfit,mingle,1
2417,outfit,mix,1
2418,outfit,negro,1
2419,outfit,negroe,4
2420,outfit,Negroes,1
2421,outfit,officer,1
2422,outfit,opinion,1
2423,outfit,personnel,1
2424,outfit,possible,1
2425,outfit,preference,1
2426,outfit,prevent,1
2427,outfit,race,1
2428,outfit,resent,1
2429,outfit,separate,1
2430,outfit,show,1
2431,outfit,southern,1
2432,outfit,southerner,1
2433,outfit,suggest,1
2434,outfit,thier,1
2435,outfit,trouble,1
2436,outfit,try,1
2437,outfit,unclear,1
2438,outfit,white,3
2439,outfit,whites,1
2440,outfit,whole,1
2441,outfit,wold,1
2442,outfit,work,4
2443,outfits,make,1
2444,outfits,segregate,1
2445,outfits,way,1
2446,outlook,different,1
2447,outlook,people,1
2448,outlook,sanitation,1
2449,Outlook,way,1
2450,overbear,negro,1
2451,overrun,negro,1
2452,overrun,soldier,1
2453,owe,situation,1
2454,P.X.,make,1
2455,paragraph,myth,1
2456,parciality,selct,1
2457,part,country,1
2458,part,fight,1
2459,part,like,1
2460,part,settle,1
2461,part,start,1
2462,part,think,1
2463,part,training,1
2464,peace,outfit,1
2465,pecularaty,peculiarity,1
2466,people,accept,1
2467,people,advantage,1
2468,people,avoid,1
2469,people,belong,1
2470,people,cent,1
2471,people,colo,1
2472,people,colored,1
2473,people,different,1
2474,people,discriminate,1
2475,people,discrimination,1
2476,people,educate,1
2477,people,get,2
2478,people,give,1
2479,people,grudge,1
2480,people,heart,1
2481,people,inferior,1
2482,people,keep,1
2483,people,know,1
2484,people,learn,1
2485,people,like,10
2486,people,lot,1
2487,people,many,1
2488,people,meet,1
2489,people,mingle,1
2490,people,mix,2
2491,people,negor,1
2492,people,negro,6
2493,people,negroe,3
2494,people,nice,1
2495,people,old,2
2496,people,outfit,1
2497,people,people,2
2498,people,put,1
2499,people,satisfy,1
2500,people,see,1
2501,people,seem,1
2502,people,south,1
2503,people,stand,1
2504,people,superiority,1
2505,people,take,2
2506,people,tend,1
2507,people,tendency,1
2508,people,thank,1
2509,people,thing,1
2510,people,think,1
2511,people,trouble,1
2512,people,trust,1
2513,people,try,1
2514,people,understand,1
2515,people,understanding,1
2516,people,use,2
2517,people,work,1
2518,People,dirty,1
2519,perform,army,1
2520,perform,life,1
2521,period,much,1
2522,person,army,1
2523,person,fight,1
2524,person,sleep,1
2525,person,want,1
2526,personal,educational,1
2527,personal,feel,1
2528,personal,prejudice,1
2529,personal,reason,1
2530,personnel,ideal,1
2531,personnel,means,1
2532,personnel,treat,1
2533,perspire,people,1
2534,perspire,white,1
2535,phase,feel,1
2536,pick,group,1
2537,pick,special,1
2538,pick,thing,1
2539,pick,unclear,1
2540,place,camp,1
2541,place,case,1
2542,place,industry,1
2543,place,negro,1
2544,place,negroe,1
2545,place,outfit,1
2546,place,stay,1
2547,place,think,1
2548,place,time,1
2549,place,white,1
2550,place,whites,1
2551,play,foxcut,1
2552,plenty,fight,1
2553,point,mix,1
2554,point,race,1
2555,point,view,1
2556,poor,camp,1
2557,poor,devils,2
2558,poor,fighting,1
2559,poor,human,1
2560,poor,outfit,1
2561,poot,[/unclear,1
2562,poot,sepert,1
2563,position,advance,1
2564,position,cause,1
2565,position,trouble,1
2566,possible,chance,1
2567,possible,friction,1
2568,possible,much,1
2569,possible,work,1
2570,post-war,understanding,1
2571,power,push,1
2572,practical,education,1
2573,practical,necessity,1
2574,practice,bring,1
2575,practice,negroe,1
2576,precede,keep,1
2577,precede,peace,1
2578,precede,question,1
2579,predejectry,see,1
2580,predjudice,erase,1
2581,predjudice,strong,1
2582,prefer,outfit,1
2583,prefer,respective,1
2584,preference,show,1
2585,preference,wold,1
2586,prejudice,deletion,1
2587,prejudice,exist,2
2588,prejudice,existend,1
2589,prejudice,feel,1
2590,prejudice,group,1
2591,prejudice,hat,1
2592,prejudice,keep,1
2593,prejudice,negro,1
2594,prejudice,negroe,1
2595,present,condition,1
2596,present,difference,1
2597,present,friction,1
2598,present,living,1
2599,present,standard,1
2600,present,time,3
2601,present,work,1
2602,present,yes,1
2603,prevent,argument,3
2604,prevent,feeling,1
2605,prevent,fight,1
2606,prevent,friction,3
2607,prevent,less,1
2608,prevent,many,1
2609,prevent,races,1
2610,prevent,riot,1
2611,prevent,trouble,1
2612,prevent,unecessary,1
2613,prevent,whites,1
2614,previous,number,1
2615,previous,question,2
2616,previous,statement,1
2617,pride,outfit,1
2618,private,respects,1
2619,Privilege,Soldiers,1
2620,Privilege,white,1
2621,privileges,chance,1
2622,privileges,whites,1
2623,privilegs,white,1
2624,problem,hand,1
2625,proceeding,statement,1
2626,promote,feeling,2
2627,promote,unity,1
2628,proud,accomplishment,1
2629,proud,outfit,1
2630,prove,ability,1
2631,prove,way,1
2632,prove,worth,1
2633,punish,manner,1
2634,push,around,1
2635,put,efficiency,1
2636,put,equality,1
2637,put,first,1
2638,put,front,1
2639,put,heart,1
2640,put,negro,1
2641,put,negroe,2
2642,put,outfit,2
2643,put,question,1
2644,put,social,1
2645,put,white,4
2646,qt.,number,1
2647,qualifie,necessity,1
2648,qualifie,practical,1
2649,qualified,negroe,1
2650,quarrel,contention,1
2651,quell,prejudice,1
2652,question,Creep,1
2653,question,give,1
2654,question,impractical,1
2655,question,interesting,1
2656,question,keep,1
2657,question,negro,2
2658,question,number,1
2659,question,paragraph,1
2660,question,peace,1
2661,question,races,1
2662,question,superior,1
2663,question,white,1
2664,questionnaire,good,1
2665,questionnear,good,1
2666,questionnear,thing,1
2667,quick,white,1
2668,quide,larged,1
2669,quote,[/unclear,1
